Item UPC,Top 500,ID,UPC,Product ID,Sequence,Manufacturer,Distributor,Brand,Product Description,Product Size,Drug Interactions,Directions,Indications,Ingredients,Vitamin and Minerals,Low Fat,Low Sodium,Fat Free,Sugar Free,Good Source of Fiber,Vegan,Vegetarian,Lactose Fre,Flavor,Antibiotic Free,Temperature Indicator,Wheat Free,Gluten Free,Hormone Free,Natural,Nitrates Free,Nitrites Free,Organic,Peanut Free,Ready to Cook,Ready to Heat,Dairy Free,Egg Free,Kosher Codes,Recycle Codes,NDC Code,Country of Origin
016000275348,363,131266,00016000275348,6764e890-6822-11e3-94af-005056ab0051,1,"General Mills, Inc.","General Mills Sales, Inc.",Lucky Charms,General Mills Lucky Charms Cereal,,,,,"Whole Grain Oats, Sugar, Oat Flour, Corn Syrup, Modified Corn Starch, Corn Starch, Dextrose, Salt, Gelatin, Trisodium Phosphate, Canola Oil, Yellows 5 & 6, Red 40, Blue 1 and other Color Added, Natural and Artificial Flavor, Vitamin E (Mixed Tocopherols) added to preserve freshness.","Calcium Carbonate, Zinc and Iron (Mineral Nutrients), Vitamin C (Sodium Ascorbate), A B Vitamin (Niacinamide), Vitamin Be (Pyridoxine Hydrochloride), Vitamin B2 (Riboflavin), Vitamin A (Palmitate), Vitamin B1 (Thiamin Mononitrate), A B Vitamin (Folic Acid), Vitamin B12, Vitamin D3.",,,,,,,,,,,Shelf Stable,,,,,,,,,,,,,,Y,,
041500805023,364,14472,00041500805023,38a00b70-d3e1-11e0-9ec1-005056957023,1,Reckitt Benckiser,,Frank's,Frank's RedHot Original Cayenne Pepper Sauce,,,Shake well before using.,,"Aged Cayenne Red Peppers, Distilled Vinegar, Water, Salt and Garlic Powder.",,,,,,,,,,,,,,,,,,,,,,,,,1,,,U.S.A.
051000112859,365,1916,00051000112859,06e1d090-5beb-11e1-9a0e-005056957023,1,Campbell Soup Company,,Campbell's,Campbell's Pork & Beans,,,"Quick & easy directions:
Serve heated, chilled or at room temperature.
Stove: heat, stirring occasionally.
Microwave: heat, covered, in microwavable bowl on high 1 1/2 to 2 minutes. Careful, leave in microwave 1 minute, then stir.
Recommend use by date on can end.
Promptly refrigerate unused beans in separate container.",,"Water, Pea Beans, High Fructose Corn Syrup, Modified Food Starch, Pork Fat, Salt, Tomato Puree (Water, Tomato Paste), Distilled Vinegar, Paprika Extract, Caramel Color, Flavoring.",,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
036200014011,366,59094,00036200014011,f8197790-58e1-11e1-8be4-005056957023,1,Unilever Bestfoods North America,Unilever,Ragu,Ragu Old World Style Traditional Pizza Sauce,,,"Heat sauce on stovetop or in microwave, stirring occasionally. Refrigerate immediately after opening.
Best if used by date on cap.
Easy-Open Cap.",,"Tomato Puree (Water, Tomato Paste), Soybean Oil, Salt, Sugar, Dehydrated Onions, Extra Virgin Olive Oil, Spices, Romano Cheese (Part-Skim Milk, Cheese Cultures, Salt, Enzymes), Natural Flavor.","Vitamin A-10%
Vitamin C-4%
Calcium-2%
Iron-4%",,,,,,,,,,,,,,,,,,,,,,,,,,,
013800151704,367,15451,00013800151704,4031f390-bbac-11e1-81c1-005056ab0051,1,Nestle USA Inc.,"Nestle USA, Inc.",Stouffer's,Stouffer's French Bread Pizza Cheese - 2 CT,,,"Keep Frozen. Cook Thoroughly.
For food safety & quality, read and follow these cooking instructions to ensure that product reaches an internal temperature of 160 degrees F.
Conventional oven cooking (recommended):
Since ovens vary, cooking heat and times may require adjusting.
1. Preheat oven to 350 degrees F (toaster oven to 325 degrees F). Remove pizza from box and plastic bag.
2. Place pizza on a baking sheet on center rack in oven or on a tray in toaster oven. Cook 30 minutes.
3. Using potholders and both hands, carefully remove baking sheet with pizza from oven & enjoy!
Quick cooking (microwave & oven): Since microwave oven wattage and conventional ovens vary, cooking heat and times may require adjusting.
1. Preheat conventional oven to 475 degrees F (toaster oven to 450 degrees F). Place baking sheet on center rack in conventional oven or tray in toaster oven.
2. Remove pizza from box and plastic bag. Place pizza on a microwave-safe plate. Thaw in microwave using high power: 
1 pizza: 1 1/2 minutes. 2 pizzas: 2 1/2 minutes. Carefully remove pizza from microwave and plate.
3. Place pizza in oven on preheated baking sheet or tray. Cook in oven 5 minutes. Using potholders and both hands, carefully remove baking sheet with pizza from oven & enjoy!
Keep frozen until ready to use.",,"French Bread (Bleached Enriched Flour [Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid], Water, Yeast, Vital Wheat Gluten. Contains 2% or less of the following ingredients: High Fructose Corn Syrup, Sugar, Acetic Acid, Lactic Acid, Malt, Partially Hydrogenated Soybean and/or Cottonseed and/or Canola Oil, Salt, Monocalcium Phosphate, Ammonium Sulfate, Calcium Propionate [a preservative]), Mozzarella Cheese and Modified Cornstarch (Mozzarella Cheese [Cultured Milk, Salt, Enzymes], Modified Cornstarch, Sodium Citrate, Flavors, Annatto), Tomato Puree (Water, Tomato Paste), Water, Margarine (Liquid and Partially Hydrogenated Soybean Oil, Water, Salt, Hydrogenated Soybean Oil, Vegetable Mono & Diglycerides, Natural Flavor [Milk], Soy Lecithin, Beta Carotene [Color], Vitamin A Palmitate added), 2% or less of Soybean Oil, Sugar, Modified Cornstarch, Garlic Puree, Spices, Salt, Dehydrated Onions, Potassium Chloride, Dehydrated Garlic, Paprika, Smoke Flavoring.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
094514419618,368,66380,00094514419618,cfccdce0-6eae-11e1-93f0-005056ab0051,1,"Church & Dwight Co., Inc.",,Xtra,Xtra Sparkling Fresh with Color-Safe Bleach Alternative Liquid Laundry Detergent - 39 Loads,,,"Directions: pre-treat: pour Xtra directly onto tough stains and rub in.
Always test an inside seam for colorfastness.
Measure: fill cap to top line for large loads. Use more for heavily soiled loads. Fill to top of bar 3 for small or medium loads.",,Includes Biodegradable Surfactants (Anionic and Nonionic).,,,,,,,,,,,,,,,,,,,,,,,,,,2,,USA
077567254405,370,94150,00077567254405,6166b540-aeb9-11e2-81f3-005056ab0051,1,Unilever Bestfoods North America,,Breyers,Breyers Frozen Dairy Dessert Butter Pecan,,,,,"Milk, Sugar, Corn Syrup, Butter Pecans [Pecans, Cottonseed Oil, Butter (Cream, Salt), Salt], Cream, Whey, Mono and Diglycerides, Salt, Carob Bean Gum, Guar Gum, Natural Flavors, Carrageenan, Lactase Enzyme, Annatto (for color), Vitamin A Palmitate, Tara Gum.",,,,,,,,,,,,Frozen,,,,,,,,,,,,,"6,13",,,
042000445177,372,30329,00042000445177,7e9de340-d4f8-11e1-9769-005056ab0051,1,Georgia-Pacific Consumer Products LP,,Brawny,Brawny Pick-A-Size Paper Towels - 6 CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,U.S.A.
086600000213,373,21904,00086600000213,5b581fd0-63e8-11e1-8d93-005056ab0051,1,"Bumble Bee Foods, LLC","Bumble Bee Foods, LLC",Bumble Bee,Bumble Bee Premium Chunk Light Tuna in Oil,,,,,"Light Tuna, Soybean Oil, Vegetable Broth, Salt.","Selenium-50%.
Selenium--50%",,,,,,,,,,,,,,,,,,,,,,,,"1,15",Y,,
030000063545,375,79066,00030000063545,5455ce70-2f68-11e2-995d-005056ab0051,1,The Quaker Oats Company,The Quaker Oats Company,Life,Life Original Multigrain Cereal,,,,,"Whole Grain Oat Flour, Sugar, Corn Flour, Whole Wheat Flour, Rice Flour, Salt, Calcium Carbonate, Disodium Phosphate, Reduced Iron, Niacinamide*, Zinc Oxide, BHT (a preservative), Yellow 5, Yellow 6, Thiamin Mononitrate*, Pyridoxine Hydrochloride*, Riboflavin*, Folic Acid*.
*One of the B Vitamins.",,,,,,,,,,,,Shelf Stable,,,,,,,,,,,,,1,Y,,
051000012517,377,1871,00051000012517,062e1540-be1c-11e0-a1b1-005056957023,1,Campbell Soup Company,,Campbell's,Campbell's Chicken Noodle Condensed Soup,,,"Mix soup + 1 can water:
Microwave: heat, covered, in microwavable bowl on high 2 1/2 to 3 minutes. Careful, leave in microwave 1 minute, then stir.
Stove: heat, stirring occasionally.
Promptly refrigerate unused soup in separate container.
Steel. Please recycle where facilities available.
1. Lift tab to rim. 
2. Pull back slowly.",,"Chicken Stock, Enriched Egg Noodles (Wheat Flour, Eggs, Niacin, Ferrous Sulfate, Thiamine, Mononitrate, Riboflavin, Folic Acid), Chicken Meat, Water contains less than 2% of: Salt, Chicken Fat, Monosodium Glutamate, Cornstarch, Mechanically Separated Chicken*, Modified Food Starch, Yeast Extract, Flavoring, Sodium Phosphate, Soy Protein Isolate, Beta Carotene, Chicken*.
*Dehydrated.",,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
041129020609,378,14318,00041129020609,3b05ddc0-9e09-11e1-a8b9-005056ab0051,1,New World Pasta Company,New World Pasta Company,Prince,Prince Enriched Macaroni Product Lasagna,,,"Pasta - Water - Salt.
1/2 box - 3 qt. - 2 tsp.
Full box - 5 qt. - 1 Tbsp.
For Perfect Pasta Cook:  10 Minutes.
Cooking Directions:
1. Bring water to a rapid boil. To add flavor and reduce stickiness, add salt.
2. Add pasta 2 to 3 pieces at a time and stir; return to rapid boil.
3. Cook uncovered, stirring occasionally.
4. Drain well. Separate cooked Lasagna and lay on wax paper or aluminum foil to keep from sticking.
Make Ahead Directions: Prepare recipe as directed, but do not hake. Cover with plastic wrap, then foil. Refrigerate up to 24 hours or freeze up to 2 months. Remove plastic wrap; replace foil. Bake; refrigerated Lasagna at 350 degrees F ,about 40-50 minutes; frozen Lasagna at 350 degrees F about 2 hours or until hot and bubbly. 
(Times given are approximate).",,Semolina (Wheat); Durum Flour (Wheat); Niacin; Iron (Ferrous Sulfate); Thiamin Mononitrate; Riboflavin; Folic Acid.,"Iron-10%
Thiamin-30%
Riboflavin-10%
Niacin-15%
Folate (Folic Acid)-25%",,,,,,,,,,,,,,,,,,,,,,,,1,,,
075717952171,379,101931,00075717952171,1487add0-dab8-11e2-8958-005056ab0051,1,"Rienzi & Sons, Inc.",,Rienzi,Rienzi Cannellini White Kidney Beans,,,,,"Cannellini, Water, Antioxidant: Ascorbic Acid.",,,,,,,,,,,,,,,,,,,,,,,,,89,,,Italy
020735111024,380,19747,00020735111024,52df8e90-0701-11e1-9336-005056957023,1,Turkey Hill Dairy,,Turkey Hill,Turkey Hill Original Recipe Rum Raisin Premium Ice Cream,,,,,"Milk, Cream, Raisins, Sugar, Corn Syrup, Water, Whey, Nonfat Milk, Natural Rum Flavoring, Mono & Diglycerides, Guar Gum, Carrageenan, Yellow 5 & 6.",,,,,,,,,,,,,,,,,,,,,,,,,"1,13",,,
025500200408,381,60031,00025500200408,037daa90-ad6e-11e0-b211-005056957023,1,The J.M. Smucker Company,,Folgers,Folgers Gourmet Selections Keurig Brewed Lively Colombian Medium Roast K-Cups - 12 PK,,,,,100% Arabica Coffee.,,,,,,,,,,,,,,,,,,,,,,,,,1,Y,,USA
041196910643,382,59260,00041196910643,edf7d2d0-b480-11e0-80b2-005056957023,1,"General Mills, Inc.",Progresso Foods,Progresso,Progresso Traditional Chicken Barley Soup,,,"1. Lift tab to rim.
2. Pull up & back slowly.
Ready to serve.
Do not add water.
Stove-top: heat in saucepan.
Microwave: heat in covered microwavable bowl on high 2-4 min. careful - leave in microwave 1 min; stir. Refrigerate leftovers.",,"Chicken Broth, Carrots, Cooked White Chicken Meat, Barley, Celery, Peas, Water, Tomato Paste. Contains less than 1% of: Modified Food Starch, Salt, Carrot Puree, Chicken Fat, Corn Protein (Hydrolyzed), Potassium Chloride, Soy Protein Isolate, Sugar, Yeast Extract, Sodium Phosphate, Dried Parsley, Spice, Garlic Powder, Natural Flavor, Maltodextrin, Beta Carotene (Color).",,,,,,,,,,,,,,,,,,,,,,,,,,Y,,USA
075717952188,383,102665,00075717952188,561bb430-dab8-11e2-8958-005056ab0051,1,"Rienzi & Sons, Inc.",,Rienzi,Rienzi Chick Peas Ceci,,,,,"Chick Peas, Water, Antioxidant: Ascorbic Acid.",,,,,,,,,,,,Shelf Stable,,,,,,,,,,,,,89,,,Italy
029839007301,385,9207,00029839007301,260f39b0-fff4-11e0-9ca3-005056957023,1,Friendly's Ice Cream,,Friendly's,Friendly's Rich & Creamy Vanilla Chocolate Strawberry Premium Ice Cream,,,Keep frozen.,,"Vanilla/chocolate/strawberry ice cream ingredients: Milk, Cream, Skim Milk, Sugar, Corn Syrup, Whey Protein Concentrate, Whey, Buttermilk, Strawberry Puree, Cocoa (Processed with Alkali), High Fructose Corn Syrup, Guar Gum, Vanilla Extract, Mono and Diglycerides, Beet Juice (for color), Natural Flavor, Xanthan Gum, Citric Acid, Carrageenan, Pectin, Annatto Extract and Turmeric (for color).",,,,,,,,,,,,,,,,,,,,,,,,,"10,13",,,
051000000118,386,40040,00051000000118,a4f4b360-be0c-11e0-a1b1-005056957023,1,Campbell Soup Company,,Campbell's,Campbell's Condensed Tomato Soup,,,"Mix soup + 1 can water.
Microwave: Heat, covered, in microwavable bowl on high 2 1/2 to 3 minutes. Careful, leave in microwave 1 minute, then stir.
Stove: Heat, stirring occasionally.
Creamier soup: use 1 can milk.
Promptly refrigerate unused soup in separate container.
Steel. Please recycle where facilities available.
1. Lift tab to rim.
2. Pull back slowly.",,"Tomato Puree (Water, Tomato Paste), High Fructose Corn Syrup, Wheat Flour, Water, Salt, Potassium Chloride, Flavoring, Citric Acid, Lower Sodium Natural Sea Salt, Ascorbic Acid (Vitamin C), Monopotassium Phosphate.",,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
051000127679,387,30774,00051000127679,7ff58f50-c205-11e1-a981-005056ab0051,1,"Pepperidge Farm, Inc.",,Pepperidge Farm,Pepperidge Farm Texas Toast Garlic - 8 CT,,,"Keep frozen. Heating directions keep frozen until ready to use. Do not prepare in microwave or conventional toaster.
Conventional oven*:
1. Preheat oven to 425 degrees F.
2. Arrange desired number of frozen bread slices on ungreased baking sheet.
3. Place baking sheet on middle oven rack. Bake 5 to 6 minutes or until heated through.
Grill.
1. Arrange desired number of frozen bread slices on grill rack over medium-hot coals. Grill 1-2 minutes or until golden brown.
Toaster oven*. Toaster ovens vary; use these directions as a guide.
1. Preheat oven to 425 degrees F.
2. Arrange desired number of frozen bread slices on ungreased oven tray.
3. Place tray in oven. Bake 4 to 5 minutes or until heated through.
*For crisper crust: after baking, broil 30 seconds or until golden brown. Promptly freeze unused bread.",,"Bread Made From: Unbleached Enriched Wheat Flour (Flour, Niacin, Reduced Iron, Thiamine Mononitrate [Vitamin B1], Riboflavin [Vitamin B2], Folic Acid), Water, contains 2 percent or less of Soybean Oil, High Fructose Corn Syrup Yeast, Salt, Wheat Flour, Monoglycerides, Malted Barley Flour, Datem (Dough Conditioner), Enzymes.
Spread Made From: Vegetable Oils (Palm, Soybean), Water, Natural Flavors, Salt, Dehydrated Garlic, contains 2 percent or less of: Monoglycerides, Soy Lecithin, Garlic Extract, Dehydrated Parsley, Nonfat Milk, Fractionated Coconut Oil, Turmeric and Annatto Extracts for Color.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
611443340211,388,42544,00611443340211,b13353f0-c75a-11e0-bffd-005056957023,1,Kitchen Basics Inc.,,Kitchen Basics,Kitchen Basics Vegetable Cooking Stock,,,"Store in pantry. Open and pour. Heat until hot. Freeze separately once open.
Good for 7 days.",,"Vegetable Stocks (Onion, Celery, Carrot, Mushroom, Red Pepper), Natural Flavor, Tomato Paste.",,,,,,,,,,,,,,Y,,Y,,,,Y,,,,Y,,Y,,USA
044600307701,389,72573,00044600307701,898daa90-13d9-11e2-a8f7-005056ab0051,1,Clorox,,Clorox,Clorox Concentrated Bleach,,,"For laundry:
Bleachable fabrics.
Avoid bleaching wool, silk, mohair, leather, spandex and nonfast colors
Bleach:
1/2 cup.
Max line.
1 cup.
Water:
Standard machine.
HE machine.
Extra large washer.
Instructions:
1. Sort laundry by color.
2. Add detergent.
3. Fill bleach to max line in dispenser or add 1/2 cup bleach to wash water.
4. Add clothes and start wash.
For disinfecting.
Floors, walls, vinyl, glazed tiles, bathtubs, showers, sinks - 1/2 cup - 1 gallon - pre-wash surface, mop or wipe with bleach solution. Allow solution to contact surface for at least 5 minutes. Rinse well and air dry.
Do not use this product full strength for cleaning surfaces. Always dilute strictly in accordance with the directions. 
For prolonged use, wear gloves. Disinfects hard, nonporous surfaces against salmonella enterica, staphylococcus aureus, escherichia coli 0157:H7 and influenza a virus. 
Directions for use: it is a violation of Federal Law to use this product in a manner inconsistent with its labeling.",,"Active Ingredient:
Sodium Hypochlorite - 8.25%.
Other Ingredients - 91.75%.
Total - 100.00%.
(Yields 7.85% available chlorine).",,,,,,,,,,,,,,,,,,,,,,,,,,2,,U.S.A.
611443340266,390,11091,00611443340266,2b81e7c0-c75b-11e0-bffd-005056957023,1,Kitchen Basics Inc.,,Kitchen Basics,Kitchen Basics Turkey Cooking Stock,,,"Store in pantry. Open and pour. Heat until hot. Freeze separately.
Usage ideas.
Pour it over poultry before roasting to add flavor and moisture. Use to extend gravy. Add it when cooking leftovers such as soup.
Do not buy if opened or punctured.
Do not microwave this carton.
Contains sherry wine.
Contains chicken.",,"Turkey and Chicken Stock, Turkey Flavor, Honey, Sea Salt, Vegetable Stocks (Carrot, Onion, Mushroom, Celery), Sherry Wine (Alcohol Removed), Sage, Bay, Thyme, Pepper.",,,,,,,,,,,,,,Y,,,,,,Y,,,,Y,,Y,,USA
300871367418,391,80052,00300871367418,411cb130-3b2e-11e2-9723-005056ab0051,1,"Mead Johnson & Company, LLC.",,Enfamil,Enfamil Premium Infant 1 Infant Formula Concentrated Liquid,,,"Instructions for preparation & use.
Your baby's health depends on carefully following the instructions below. Proper hygiene, preparation, dilution, use and storage are important when preparing infant formula. Use as directed by your baby's doctor. Ask your baby's doctor about the need to use cooled, boiled water for mixing and the need to boil clean utensils, bottles and nipples in water before use.
1. Wash hands thoroughly with soap and water before preparing formula.
2. Clean can lid. Shake can well, and open.
3. Pour desired amount of water into the bottle. Add an equal amount of concentrated liquid. Shake or stir well.
Use by date on top of can.",,"Reduced Minerals Whey, Nonfat Milk, Vegetable Oil (Palm Olein, Soy, Coconut, and High Oleic Sunflower Oils), Lactose, and less than 2%: Galactooligosaccharides*, Polydextrose*, Mortierella Alpina Oil**, Crypthecodinium Cohnii Oil†, Potassium Citrate, Calcium Carbonate, Calcium Chloride, Sodium Chloride, Calcium Phosphate, Sodium Citrate, Ferrous Sulfate, Zinc Sulfate, Cupric Sulfate, Manganese Sulfate, Sodium Selenite, Soy Lecithin, Mono- and Diglycerides, Ascorbic Acid, Sodium Ascorbate, Vitamin B12, Vitamin D3, Vitamin E Acetate, Niacinamide, Calcium Pantothenate, Vitamin A Palmitate, Thiamin, Hydrochloride, Vitamin B6 Hydrochloride, Folic Acid, Vitamin K1, Biotin, Carrageenan, Choline Chloride, Inositol, Nucleotides (Cytidine 5'-Mono-Phosphate, Adenosine 5' -Monophosphate, Disodium Guanosine 5'-Monophosphate, Disodium Uridine 5'-Monophosphate), Taurine.
*A type of Prebiotic.
**A source of Arachidonic Acid (ARA).
†A source of Docosahexaenoic Acid (DHA).","Water-133g--, Linoleic Acid-860mg--.
Vitamins: A-300IU--, D-60IU--, E-2IU--, K-9mcg--, Thiamin (B1)-80mcg--, Riboflavin (B2)-140mcg--, B6-60mcg--, B12-0.3mcg--, Niacin-1000mcg--, Folic Acid (Folacin)-16mcg--, Pantothenic Acid-500mcg--, Biotin-3mcg--, C (Ascorbic Acid)-12mg--, Choline-24mg--, Inositol-6mg--.
Minerals: Calcium-78mg--, Phosphorus-43mg--, Magnesium-8mg--, Iron-1.8mg--, Zinc-1mg--, Manganese-15mcg--, Copper-75mcg--, Iodine-15mcg--, Selenium-2.8mcg--, Sodium-27mg--, Potassium-108mg--, Chloride-63mg--.",,,,,,,,,,,Shelf Stable,,,,,,,,,,,,,"1,13",Y,,
051500730805,393,78895,00051500730805,2eede320-2536-11e2-b419-005056ab0051,1,The J.M. Smucker Company,,Pillsbury,Pillsbury Quick Bread Chocolate Chip Swirl Bread & Coffee Cake Mix,,,"What you need:
3/4 cup water.
3 tablespoons oil.
2 eggs.
1. Heat oven to 350 degrees F. Generously grease (or use no-stick cooking spray) bottom only of pan.
2. Combine quick bread mix (large clear packet), water, oil and eggs in large bowl. Stir 50 to 75 strokes until mix is well blended. Pour half of batter (about 1 1/3 cups) into greased pan. Sprinkle with 2/3 cup of the swirl mix (small clear packet). Pour remaining batter over swirl mix. Spread carefully to cover. Sprinkle with remaining swirl mix.
We recommend using Crisco® oil and no-stick cooking spray.
3. Bake at 350 degrees F as directed or until toothpick inserted in center comes out clean. Cool loaf in pan 15 minutes. Loosen edges with knife or metal spatula; remove from pan. Cool coffee cake in pan.
8x4-inch loaf pan - 9x5-inch loaf pan - 8-inch square pan - 9-inch square pan.
50 to 60 min - 45 to 55 min - 30 to 40 min - 25 to 35 min.
High altitude (above 3500 feet): Add 1/4 cup flour to dry mix. Bake at 375 degrees F as directed.
Storage: Wrap leftovers and store in refrigerator up to 1 week or freeze up to 3 months.
Tips!
Add 1/2 cup mashed ripe banana to the batter.
Add 1/4 to 1/2 cup chopped nuts to the batter or the topping.
Dress up your loaf or coffee cake with a vanilla glaze. Combine 1/2 cup powdered sugar, 2 to 3 teaspoons milk and 1/2 teaspoon vanilla extract. Drizzle over loaf or coffee cake.",,"Enriched Bleached Flour (Wheat Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Sugar, Chocolate Chips With Confectioner's Shellac (Chocolate Chips [Sugar, Chocolate Liquor, Cocoa Butter, Dextrose, Milk Fat, Soy Lecithin], Ethanol, Shellac, Coconut Oil), Partially Hydrogenated Soybean Oil, Brown Sugar, Contains 2% or less of: Propylene Glycol Monoesters, Modified Corn Starch, Baking Powder (Baking Soda, Sodium Aluminum Phosphate, Monocalcium Phosphate), Dextrose, Cocoa Processed With Alkali, Mono and Diglycerides, Corn Starch, Salt, Soy Flour, Natural and Artificial Flavor, Polysorbate 60, Xanthan Gum, TBHQ and Citric Acid (Antioxidants), Yellow 5, Red 40.",,,,,,,,,,,,Shelf Stable,,,,,,,,,,,,,"1,13",Y,,
036200002506,394,39102,00036200002506,a36b4e30-58e1-11e1-8be4-005056957023,1,Unilever Bestfoods North America,Unilever,Ragu,Ragu Old World Style Traditional Pasta Sauce,,,"Heat sauce on stovetop or in microwave, stirring occasionally. Refrigerate immediately after opening.
Best if Used by Date on Cap.",,"Tomato Puree (Water, Tomato Paste), Soybean Oil, Salt, Sugar, Dehydrated Onions, Extra Virgin Olive Oil, Spices, Romano Cheese (Part-Skim Milk, Cheese Cultures, Salt, Enzymes), Natural Flavor.","Vitamin A-15%
Vitamin C-15%
Calcium-2%
Iron-6%",,,,,,,,,,,,,,,,,,,,,,,,,,,
016000458307,395,36245,00016000458307,970737e0-50de-11e1-9b1c-005056957023,1,"General Mills, Inc.","General Mills Sales, Inc.",Betty Crocker,Betty Crocker Rich & Creamy Vanilla Frosting,,,"Easy to use:
Store frosting in cool place.
Stir room-temperature frosting. Frost cooled 13x9-inch cake, 8- or 9-inch 2-layer cake or 24 to 32 cupcakes.
Store cake or cupcakes loosely covered.
Cover and refrigerate any leftover frosting up to 30 days.",,"Sugar, Partially Hydrogenated Soybean and Cottonseed Oil, High Maltose Corn Syrup, Water, Corn Starch. Contains 2% or less of: Salt, Distilled Monoglycerides, Artificial Color and Yellows 5 & 6, Polysorbate 60, Sodium Stearoyl Lactylate, Sodium Acid Pyrophosphate, Natural and Artificial Flavor, Citric Acid. Freshness Preserved by Potassium Sorbate.",,,,,,,,,,,,,,Y,,,,,,,,,,,"1,13",5,,
075717952164,396,102490,00075717952164,67ccc6c0-dab7-11e2-8958-005056ab0051,1,"Rienzi & Sons, Inc.",,Rienzi,Rienzi Red Kidney Beans,,,,,"Kidney Beans, Water, Sugar, Antioxidant: Ascorbic Acid.",,,,,,,,,,,,Shelf Stable,,,,,,,,,,,,,89,,,Italy
035000446244,398,681,00035000446244,01f00c90-71f9-11e1-bae2-005056ab0051,1,Colgate-Palmolive Company,,Ajax,Ajax Super Degreaser Lemon Dish Liquid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
013120012518,401,8998,00013120012518,254fe6b0-57eb-11e1-9b7e-005056957023,1,H.J. Heinz Company,Heinz North America,Ore-Ida,Ore-Ida Easy Fries Golden Crinkles Extra Crispy French Fried Potatoes,,,"Easy prep.
Keep frozen.
Do not overcook.
Appliance temperatures may vary. Please consider the performance of your appliance when following these directions.
Lift black tab.
Tear top off along dotted lines. Save top.
Place fries beside each other in a single layer.
Put top on box, silver side down.
Push top down into carton flat on top of fries.
Silver crisping foil must touch fries.
Microwave on high for 4 minutes.
The above preparation was developed using 1000 watt microwave oven.
Cook this side up.",,"Potatoes, Vegetable Oils (Sunflower, Cottonseed, Palm, Canola, and/or Partially Hydrogenated Soybean [contains TBHQ, Citric Acid]), Salt, Disodium Dihydrogen Pyrophosphate, Annatto (Vegetable Color).",,,,,,,,,,,,,,,,,,,,,,,,,,,,
043000010846,402,70676,00043000010846,0376bbc0-08d7-11e2-b874-005056ab0051,1,"Kraft Foods, Inc.",,Cool Whip,Cool Whip Whipped Topping Sugar Free,,,"To thaw: place unopened tub in refrigerator for 4 hours. Do not stir.
Storage: keeps fresh in refrigerator 2 weeks. May be refrozen for longer storage.
For best results: do not thaw cool whip on countertop or in microwave. Excessive stirring or heat will cause product to soften and become watery.
Package yield: about 3 cups.
Package not intended for microwave use.
Freshness date on bottom of container.",,"Water, Corn Syrup*, Hydrogenated Vegetable Oil (Coconut And Palm Kernel Oils), less than two percent of Sodium Caseinate (from Milk), Natural and Artificial Flavor, Modified Food Starch, Xanthan and Guar Gums, Polysorbate 60, Sorbitan Monostearate, Sodium Polyphosphates, Acesulfame Potassium and Aspartame** (Sweeteners), Beta Carotene (Color).
*Adds a trivial amount of Sugar.",,,,,,,,,,,,,,,,,,,,,,,,,"2,13",5,,
013000006057,403,84061,00013000006057,9a9e0820-670d-11e2-b510-005056ab0051,1,H.J. Heinz Company,,Heinz,Heinz Tomato Ketchup,,,"Best if used by date on cap.
For best results, refrigerate after opening. Shake well before first use.",,"Tomato Concentrate from Red Ripe Tomatoes, Distilled Vinegar, High Fructose Corn Syrup, Corn Syrup, Salt, Spice, Onion Powder, Natural Flavoring.",,,,,,,,,,,,Shelf Stable,,Y,,,,,,,,,,,1,1,,
038000845000,404,88851,00038000845000,6b7671b0-86a0-11e2-900e-005056ab0051,1,Procter & Gamble Company,,Pringles,Pringles Potato Crisps Sour Cream & Onion,,,,,"Dried Potatoes, Vegetable Oil (contains one or more of the following: Corn Oil, Cottonseed Oil, Soybean Oil, and/or Sunflower Oil), Corn Flour, Wheat Starch and Maltodextrin, contains 2% or less of: Rice Flour, Salt, Whey, Dextrose, Coconut Oil, Monosodium Glutamate, Onion Powder, Sugar, Nonfat Milk, Sour Cream (Cream, Nonfat Milk, Cultures), Cultured Nonfat Milk, Natural Flavors, Buttermilk, Sweet Cream, Citric Acid, Lactic Acid, Disodium Inosinate, Disodium Guanylate, Sodium Caseinate, Invert Sugar, Malic Acid and Yeast Extract.",,,,,,,,,,,,Shelf Stable,,,,,,,,,,,,,"1,13",Y,,USA
