Item UPC,Top 500,ID,UPC,Item Description,Manufacturer,Brand,Distributor,GS1 Category,Pkg Manufacturer,Pkg Manufacturer Address,Pkg Manufacturer Phone,Pkg Manufacturer Email,Pkg Manufacturer URL,Pkg Distributor,Pkg Distributor Address,Pkg Distributor Phone,Pkg Distributor Email,Pkg Distributor URL,Marketing Description,Other Description,Units In Package,Packaging Type,Packaging Size,Package Information,Created,Last Updated
044600307701,389,72573,00044600307701,Clorox Concentrated Bleach,Clorox,Clorox,,(10000743) Detergent Boosters/Laundry Bleaches,,"1221 Broadway, Oakland, CA 94612",1-800-292-2200,,www.clorox.com,,,,,,"Clorox® Concentrated Bleach.
Now concentrated.
Same number of uses as before*.
121 oz = 182 oz.
For standard & HE-machines.
*Vs previous Clorox®.
Regular-bleach.
Improved whitening.
3.78 qt (121 fl oz) 3.57 L.","Clorox® regular-bleach, is now concentrated.
Use 1/2 cup per load.
Try Clorox 2® stain fighter & color booster.
Easy to handle bottle.
Clorox is a reg. trademark of The Clorox Company.
Beginning of batch code indicates Est. No.
Removes stains and brightens colors! Learn more at www.clorox.com.
Questions or comments? Visit our website at www.clorox.com or call 1-800-292-2200. A list of this product's ingredients is available at www.ingredientsinside.com.
©2004, 2007.",1,BOTTLE,121.0 FL OZ,,10/11/2012,10/22/2012
611443340266,390,11091,00611443340266,Kitchen Basics Turkey Cooking Stock,Kitchen Basics Inc.,Kitchen Basics,,(10000262) Soups Prepared (Shelf Stable),,"P.O. Box 41022 Brecksville, OH 44141",(440) 838-1344,,www.kitchenbasics.net,,,,,,"Kitchen Basics&#174; Turkey Cooking Stock.
All natural.
Original.
Slowly simmered from turkey, vegetables & herbs.
Close to homemade.
Less sodium*.
No glutens.
No MSG.","Kitchen basics...
An American original.
Cooking stock is a central ingredient for soups, sauces and marinades. It is used by many to flavor vegetables, potatoes and rice dishes. For years, making stock from scratch has been the only way health conscious cooks have been able to control and limit ingredients, such as salts and chemicals.
But who has the time to make stock from scratch?
In 1996, we were the first to introduce ready to use cooking stocks. Our stocks are slowly simmered from meat, vegetables and herbs, without added or produced MSG, additives or excess salts.
This turkey stock is slowly simmered for hours with all-natural ingredients for a full bodied flavor. But it's available to you in only seconds.
Whether you're a serious chef, family cook, concerned about your health or on a restricted diet, kitchen basics cooking stocks are the perfect pantry staple to keep on hand to start a wide variety of dishes.
Visit us online at www.kitchenbasics.net for great recipes, online newsletters, cooking tips and more.
Founder Paul Hamerly with Chef & VP product development Ed Marlier.
Our pledge.
Guaranteed satisfaction. If you are not happy with any of our products, please call or write. If possible, save the box and purchase receipt.
Diet exchange 8 oz = free food.
Please recyclable only, where facilities exist.
To find out, visit: www.recyclecartons.com.
Protects 
TetraPak
What's good&#153;.
Dark.
Rich.
Compare stock & broth*.
This stock contains 3g protein vs. the leading chicken broth at 1g and it has half the sodium at 480mg vs. the leading chicken broth at 960mg (per cup).
(For a healthy spin use Kitchen Basics&#174; New Unsalted Chicken Stock).
&#169;Kitchen Basics Inc. 2009.
Store Locator Info.
www.kitchenbasics.net
(440) 838-1344",1,BOX,32.0 FL OZ,,08/15/2011,09/14/2011
300871367418,391,80052,00300871367418,Enfamil Premium Infant 1 Infant Formula Concentrated Liquid,"Mead Johnson & Company, LLC.",Enfamil,,(10000575) Baby/Infant Formula (Shelf Stable),,"Evansville, IN 47721 U.S.A",1-800-BABY123,,enfamil.com,,,,,,"Enfamil™ Premium™ Infant 1 Infant Formula Concentrated Liquid.
*Studied before the addition of prebiotics.
Natural Defense™ dual prebiotics.
Must add water.
Clinically proven*.
Triple Health Guard™.
Growth.
Brain & eye.
Immune system.
Milk-based with iron.
0-12 months.
13fl oz (384ml).","Must add water.
Steel, recyclable.
This patented formula is available only from the Enfamil® brand.
Enfamil Premium® infant has natural Defense™ dual prebiotics for digestive health and provides three proven* benefits:
Growth.
Growth similar to breastfed infants through 12 months.
Brain & eye.
IQ & vision similar to the breastfed baby up to 4 years of age. DHA, as recommended by experts, promotes brain and eye development.
Immune system.
Helps support your baby's immune system.
Experts agree on the many benefits of breast milk. If you choose to use infant formula, ask your baby's doctor about Enfamil premium infant.
If you have a question, we are here for you. Call us toll free: 1-800-BABY123, 8 am to 4:30 pm Monday-Saturday, Central Time. Or visit enfamil.com.
©2011 Mead Johnson & Company, LLC.",1,CAN,13.0 FL OZ,,11/30/2012,12/13/2012
051500730805,393,78895,00051500730805,Pillsbury Quick Bread Chocolate Chip Swirl Bread & Coffee Cake Mix,The J.M. Smucker Company,Pillsbury,,(10000156) Baking/Cooking Mixes (Shelf Stable),,,,,,The J.M. Smucker Company,"Orrville, OH 44667 USA",1-800-767-4466,,www.pillsburybaking.com,"Pillsbury Chocolate Chip Swirl Quick Bread & Coffee Cake Mix.
Made with Real Chocolate Chips!","Try all II Quick Bread Varieties.
Banana.
Cranberry.
Blueberry.
Apple Cinnamon.
Pumpkin.
Cinnamon Swirl.
Nut.
Date.
Lemon Poppy Seed.
Pecan Swirl.
Chocolate Chip Swirl.
Made with 35% recycled fiber.
Pillsbury, the barrelhead logo and the doughboy character are trademarks of the Pillsbury Company, LLC, used under license.
Questions or comments?
1-800-767-4466 weekdays 9am - 7pm (EST). Visit us at www.pillsburybaking.com.
©/® The J.M. Smucker Company.",1,BOX,17.4 OZ,,11/02/2012,11/20/2012
036200002506,394,39102,00036200002506,Ragu Old World Style Traditional Pasta Sauce,Unilever Bestfoods North America,Ragu,Unilever,(10000057) Sauces Cooking (Shelf Stable),,"Englewood Cliffs, NJ 07632, USA",1-800-328-7248,,www.ragu.com,,,,,,"Ragu™ America's #1 Pasta Sauce Brand.
Old World Style®. 
Ragu™ Traditional. Since 1937.
Great Tasting, Thicker Recipe™.
2 Servings of Veggies in Every 1/2 Cup of Sauce.
Smooth Pasta Sauce.","Questions & comments: please call us toll free: 1-800-EAT-RAGU (1-800-328-7248), or visit www.ragu.com.
Ragu.® Feed Our Kids Well.™
For hundreds of delicious, easy family-friendly recipes go to www.ragu.com.
Old World Style® Ragu®
Ragu® believes in Helping Moms Feed Our Kids Well.  That's why Ragu® Old World Style® Traditional sauce is packed with 2 full servings of veggies in every 1/2 cup serving.  We've added more tomatoes to create a richer, thicker sauce your whole family will love. Enjoy the smooth & delicious flavor of Old World Style® Traditional in all your favorite dishes
A good source of vitamins A and C.",1,JAR,26.0 OZ,,02/16/2012,03/19/2012
016000458307,395,36245,00016000458307,Betty Crocker Rich & Creamy Vanilla Frosting,"General Mills, Inc.",Betty Crocker,"General Mills Sales, Inc.",(10000195) Dessert Sauces/Toppings/Fillings (Shelf Stable),,,,,,"General Mills Sales, Inc","Minneapolis, MN 55440 USA",1-800-446-1898,,www.bettycrocker.com,"Betty Crocker® Rich & Creamy Vanilla Frosting.
2 Box Tops!
Earn Cash For Your School.
Artificially Flavored.
Net wt 16 oz (1 lb) 453g.","Carbohydrate Choices: 1 1/2.
Gluten Free.
Betty Crocker® Kitchens Tested & Approved.
Each Betty Crocker product promises delicious homemade taste every time.
1-800-446-1898 Mon.-Fri. 7:30 A.M. 5:30 P.M. CT.
www.bettycrocker.com.
General Mills, Box 200, Minneapolis, MN 55440.
Building with Box Tops!
Your school could win 250,000 Box Tops! Register at btfe.com today!
Mayer elementary, TX bought new art supplies with the help of the box tops!
No purchase necessary. A purchase will not increase your chances of winning. Many will enter and play, few will win. Open only to legal U.S. residents of the 50 United States (and D.C.) who are 18 or older at the time of entry. Void where prohibited by law. Sweepstakes and game end 3/1/12. For official rules, prize description and adds disclosure, visit www.boxtops4education.com. Sponsor: General Mills Sales, Inc., One General Mills Blvd., Memphis, MN 55440.
See bottom for product expiration date.
©2011 General Mills.",1,CONTAINER,16.0 OZ,,02/06/2012,02/18/2012
075717952164,396,102490,00075717952164,Rienzi Red Kidney Beans,"Rienzi & Sons, Inc.",Rienzi,,(10000272) Vegetables Prepared/Processed (Shelf Stable),,"Astoria, NY 11105",,,www.rienzifoods.com,,,,,,"Rienzi® Red Kidney Beans.
Imported from Italy.
Gluten free.
We support renewable energy sources.
No salt added.",Expiration date: see top.,1,CAN,15.0 OZ,,06/21/2013,07/09/2013
035000446244,398,681,00035000446244,Ajax Super Degreaser Lemon Dish Liquid,Colgate-Palmolive Company,Ajax,,(10000636) Dish Cleaning/Care Hand,,"New York, NY 10022",1-800-338-8388,,www.ajax.com,,,,,,"Ajax?? Super Degreaser Lemon Dish Liquid.
Stronger than Grease???.","Contains a fresh lemon scent.
Phosphate Free.
Satisfaction guaranteed or your money back.
? 1-800-338-8388.",1,BOTTLE,30.0 FL OZ,,03/19/2012,04/03/2012
013120012518,401,8998,00013120012518,Ore-Ida Easy Fries Golden Crinkles Extra Crispy French Fried Potatoes,H.J. Heinz Company,Ore-Ida,Heinz North America,(10000291) Vegetable Based Products Not Ready to Eat (Frozen),,,,,,Heinz North America,"Pittsburgh, PA 15222 USA",1-800-892-2401,,www.oreida.com,"Ore-Ida® Easy Fries® Golden Crinkles® Extra Crispy French Fried Potatoes.
0g trans fat per serving.
Since 1952.
Crispy in 4 minutes.","©2011 Division of H.J. Heinz Company, L.P.
Heinz.
The Ore-Ida brand is committed to providing the highest quality products. We welcome your comments. Please have the package with you when you call.
Phone us 1-800-892-2401 Monday - Friday.
Write us Heinz North America Consumer Affairs P.O. Box 57 Pittsburgh, PA 15230.
Visit us online at www.oreida.com.
Ore-Ida® Easy Fries® are deliciously crispy on the outside, light and tender on the inside! With specially prepared Ore-Ida® Golden Crinkles® tucked between an upper and lower crisping sheet, the heat from your microwave cooks them to crispy perfection in just four minutes.",1,BOX,4.75 OZ,,02/15/2012,08/23/2012
043000010846,402,70676,00043000010846,Cool Whip Whipped Topping Sugar Free,"Kraft Foods, Inc.",Cool Whip,,(10000194) Dessert Sauces/Toppings/Fillings (Perishable),,"Northfield, IL 60093-2753 USA",1-800-431-1001,,coolwhip.com,,,,,,"Kraft.
Cool whip.
Sugar free.
Not a reduced calorie food. See side information for saturated fat content.
Whipped topping.","1-800-431-1001.
©Kraft Foods.
This product contains 0g of sugar, 20 calories and 3g of total carbohydrate per serving compared to 2g of sugar, 25 calories and 2g of total carbohydrate in regular cool whip whipped topping.
Contains 0g of lactose per serving.
Exchange: free. Dietary exchanges based on choose your foods: exchange lists for diabetes, ©2008 by The American Diabetes Association and the American Dietetic Association.
Perfect partners.
Top your favorite Jell-O® brand sugar free pudding or gelatin cup with cool whip sugar free whipped topping for a delicious treat.
For creative recipes go to coolwhip.com.",1,CONTAINER,8.0 OZ,,09/27/2012,10/09/2012
013000006057,403,84061,00013000006057,Heinz Tomato Ketchup,H.J. Heinz Company,Heinz,,(10000280) Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Shelf Stable),,"Pittsburgh, PA 15222",1-800-255-5750,,www.heinzketchup.com,,,,,,"Heinz Tomato Ketchup.
ESTD 1869.
57 varieties.
Grown not made*.
Classic Heinz ketchup.","Gluten-free.
Questions or comments? Call 1-800-255-5750.
Visit us at: www.heinzketchup.com.",1,BOTTLE,32.0 OZ,,01/25/2013,02/06/2013
038000845000,404,88851,00038000845000,Pringles Potato Crisps Sour Cream & Onion,Procter & Gamble Company,Pringles,,(10000177) Chips/Crisps/Snack Mixes Natural/Extruded (Shelf Stable),,,,,,Pringles Manufacturing Co,"1306 Highway 70 Bypass, Jackson, TN 38301-5072",1-800-568-4035,,www.pringles.com,"Pringles® Sour Cream & Onion Flavored Potato Crisps.
Look for the flavor seal.","Canister contains at least 50% recycled material; 15% post-consumer content.
Questions? Comments? 1-800-568-4035.
www.pringles.com.
© ®TM 2012 Pringles LLC.",1,CANISTER,5.96 OZ,,03/06/2013,03/18/2013
070920474502,405,47433,00070920474502,Swiss Miss Marshmallow Hot Cocoa Mix- 10 CT,ConAgra Foods Inc.,Swiss Miss,,(10000178) Chocolate/Cocoa/Malt Not Ready to Drink,,"P.O. Box 3768, Dept. SW Omaha, NE 68103-0768 U.S.A.",1-800-457-6649,,www.conagrafoods.com,,,,,,"Swiss Miss&#174; Classics Marshmallow Hot Cocoa Mix with Marshmallows.
New & improved.
As much calcium as an 8oz glass of milk.
10 - 0.73 oz envelopes.","Classics.
When you're craving a little one-on-one time with your child, a mug of Swiss Miss Hot Cocoa is the simple, delicious way to share a moment. The chocolatey taste makes it the perfect treat, and the warmth is a great way to slow down. It's the original family tradition - enjoy it together!
Swiss Miss Milk Chocolate with Marshmallow Cocoa Mix is made with care in a real dairy where fresh milk from local farms is delivered daily, dried, and blended with premium, imported cocoa. Then we mix in mini-marshmallows for the perfect cup of cocoa.
Try other Swiss Miss varieties:
Breakfast blends.
Great start cocoa.
Marshmallow Madness&trade; hot cocoa milk.
Carton made with 100% recycled paperboard. Contains minimum 35% post consumer content.
Calcium to help maintain strong bones.
Natural antioxidants are found in cocoa.
99.9% caffeine free.
Gluten free.
www.conagrafoods.com.
Questions or comments, call Mon. -Fri., 9:00AM-7:00PM (CST), 1-800-457-6649 (except national holidays). Please have entire package available when you call so we may gather information off the label.",1,BOX,7.3 OZ,,09/13/2011,10/05/2011
029839006885,406,45267,00029839006885,Friendly's Rich & Creamy Classic Chocolate Premium Ice Cream,Friendly's Ice Cream,Friendly's,,(10000215) Ice Cream/Ice Novelties (Frozen),,"Wilbraham, MA 01095 USA",1-800-966-9970,,www.friendlys.com,,,,,,"Friendly's&#174; Rich & Creamy Classic Chocolate Premium Ice Cream.
Where ice cream makes the Meal&#174;.
All natural flavor.
1.5 qts (1.42L).","Friendly ice cream.
Friendly&#174;'s has a rich heritage of deliciously creamy ice cream with quality ingredients. Reward your family with an authentic ice cream shop experience at home and make every occasion special.
Please send comments to: Public Affairs, Friendly Ice Cream Corporation, 1855 Boston Road Wilbraham, MA 01095 USA.
1-800-966-9970 (toll free) or visit our website: www.friendlys.com.
Enclose with all correspondence: where product was purchased, product and date codes from package.
Plant 25-26.",1,CONTAINER,1.5 QT,,10/26/2011,11/08/2011
099555082081,407,110304,00099555082081,Eight O'Clock Dark Roast Italian K-Cup Packs - 12 CT,Eight O'Clock Coffee,Eight O'Clock Coffee,,(10000111) Coffee/Coffee Substitutes Beans/Ground,,,1-888-879-42627,,www.greenmountaincoffee.com,"Green Mountain Coffee Roasters, Inc","Waterbury, VT 05676-1529 U.S.A",,,,"Eight O' Clock® Dark Italian Roast K-Cup® Packs.
Keurig Brewed®.
For Keurig® K-Cup® brewing systems. 
Not for Keurig® Vue® brewing systems.
Dark roast coffee.","Keurig Brewed is our promise. Since the beginning, we've been dedicated to the art and science of bringing you the coffee you love, every time.
America's original gourmet coffee, and the country's #1 whole bean coffee, has been delighting coffee lovers for over 150 years. Now that same smooth, rich, delicious coffee is as close as your Keurig® brewer. With one touch of a button, you can enjoy the 100% premium Arabica beans that have been carefully selected and expertly roasted just for you. With single cup convenience, anytime is the right time for Eight O' Clock coffee.
Always look for the Keurig brewed seal.
The only mark of genuine Keurig quality.
A European dark 100% Arabica roast, full bodied and balanced with chocolate overtones.
Made with 100% Arabica coffee.
Keurig, the Cup and Star design, Keurig Brewed and K-Cup are trademarks of Keurig, Incorporated.
Eight O' Clock® is a trademark of Eight O'clock Coffee Company, used under license.
For more information about Eight O' Clock® K-Cup® packs contact:
Green Mountain Coffee Roasters, Inc. 1-888-879-4627. www.greenmountaincoffee.com.
For brewer inquiries contact: Keurig, Incorporated.
1-866-901-BREW/1-866-901-2739/www.keurig.com.
This package is recyclable.
©2012 Green Mountain Coffee Roasters, Inc.",12,BOX,0.34 OZ,,05/08/2013,08/30/2013
044100231902,408,105645,00044100231902,Hood Ice Cream Patchwork,"HP Hood, LLC",Hood,"Hp Hood, LLC",(10000215) Ice Cream/Ice Novelties (Frozen),,,,,,HP Hood LLC,"Lynnfield, MA 01940",1 (800) 247-6269,,www.hood.com,"Hood® Patchwork
New England's ice cream for more than 100 years.
Vanilla flavored and chocolate ice cream.
Artificial flavor added.
1.5 qt (1.42L).","For over 100 years, Hood has been New England's ice cream. Made with fresh cream and the highest quality ingredients, it has been delighting families for generations. Share a special Hood ice cream moment with your family today!
Manufactured at plant code stamped on carton.
©2010 HP Hood LLC.
Consumer hotline: 1 (800) 247-6269.
www.hood.com.
Real®.",1,CONTAINER,1.5 QT,,07/12/2013,07/26/2013
017800134590,410,91452,00017800134590,Purina Beneful Healthy Weight Adult Dog Food,Nestle Purina PetCare Company,Beneful,Nestle Purina PetCare Company,(10000522) Pet Food (Shelf Stable),,"St. Louis, MO 63164 USA",1-888-236-3385,,www.beneful.com,,,,,,"Purina® Beneful® Healthy Weight Adult Dog Food.
100% complete & balanced nutrition for adult dogs.
Calorie smart nutrition.
Helps maintain a healthy weight.
With wholesome rice, real chicken and soy, accented with vitamin-rich vegetables.
With moist chewy chunks.","Health and happiness for every buddy.
Everything with your dog leads to fun. Whether it's discovering a new route on your daily walk. Curling up on the couch at the end of the day. Even finding that long-lost toy.
Beneful® helps keep your buddy healthy and happy with calorie-smart nutrition. Made with real, wholesome ingredients including rice, real chicken, soy and accents of vitamin-rich veggies. With 10% fewer calories than Beneful® original.
This combination of moist, chewy chunks and crunchy bites will have your dog racing to the bowl every time.
Calorie content.
Metabolizable Energy (ME) - 3143 kcal/kg - 1426 kcal/lb - 306 kcal/cup.
Beneful® opens up a world of possibilities for you both to explore!
Calorie content:
Guaranteed analysis: Crude protein (min) - 25.0%. Crude fat (min) - 7.0%.
Crude fiber (max) - 9.0%. Moisture (max) - 14.0%. Linoleic acid (min) - 1.2%.
Calcium (Ca) (min) - 1.2%. Iron (Fe) (min) - 175mg/kg. Selenium (Se) (min) - 0.2mg/kg. Vitamin A (min) - 10,000IU/kg. Vitamin E (min) - 100IU/kg.
Trademarks owned by Societe Des Produits Nestle S.A., Vevey, Switzerland.
Animal feeding tests using Association of American Feed Control Officials (AAFCO) procedures substantiate that Beneful healthy weight dog food provides complete and balanced nutrition for maintenance of adult dogs.
Purina® Your Pet, Our Passion®.
At Purina we're unconditionally devoted to pets. We've dedicated over 80 years to developing high-quality products that satisfy the needs of dogs and cats. To find out how we can help you provide a long, happy and healthy life for your pet, ""ask Purina at purina.com.""
Questions or comments? Visit us on-line or save this package and call 1-888-BENEFUL [1-888-236-3385] Monday-Friday 7a.m. to 7p.m. CT.
Our guarantee.
We promise you and your pet will be completely satisfied with Beneful® healthy weight or we'll refund your purchase price. Simply call us at the toll-free number provided above with your receipt, the UPC and ""best if used by"" information from the bag. Please let us know the reason for your dissatisfaction, so we can try to better meet your needs.
Got questions? 1-888-BENEFUL, www.beneful.com.
Quick Zip for Guaranteed Freshness™.",1,BAG,15.5 LB,,03/26/2013,04/10/2013
050000159918,411,34203,00050000159918,Nestle Carnation Lowfat 2% Evaporated Milk,Nestle USA Inc.,Carnation,"Nestle USA, Inc.",(10000026) Milk/Milk Substitutes (Shelf Stable),,,,,,"Nestle USA, Inc","Solon, OH 44139 USA.",1-800-854-8935,,verybestbaking.com,"Nestle® Carnation® Evaporated Lowfat 2% Milk.
The cooking milk™.
Vitamins A & D added.
Real®.","Like all milk, Carnation® is gluten free.
Since 1866 Nestle®.
It's good to know.
Carnation® evaporated milk is fresh, nutritious milk from which half the water has been removed.
Nutritional compass™.
TMS owned by SPN (Nestle) Switzerland.
Questions? Call 1-800-854-8935, M-F 8 AM-8 PM ET.
Visit us at verybestbaking.com.
The cooking milk™. Use Carnation® in all your cooking and baking recipes to make them taste their best. No need to add water. Use an equal amount of Carnation® in place of reduced fat milk for rich and creamy results.
Visit thecookingmilk.com.",1,CAN,12.0 FL OZ,,02/28/2012,04/22/2012
019600052203,412,50257,00019600052203,Aunt Jemima Waffles Blueberry - 10 CT,Pinnacle Foods Group LLC,Aunt Jemima,,(10000301) Dough Based Products Not Ready to Eat Savoury (Frozen),,"Cherry Hill, NJ 08003-3620 USA",1-800-768-6287,,www.auntjemimafrozen.com,,,,,,"Aunt Jemima?? Waffles Blueberry - 10 CT.
Every Batch Made from Scratch.
Made With Real Blueberries and Natural Fruit Flavors.
Made with Real Eggs & Milk and other ingredients.
No High Fructose Corn Syrup, Artificial Flavors or Preservatives.","Aunt Jemima is a registered trademark of The Quaker Oats Company and is used under license. 
Questions or comments? 1-800-768-6287. www.auntjemimafrozen.com",1,BOX,12.3 OZ,,05/23/2012,06/06/2012
054800010028,414,120966,00054800010028,Uncle Ben's Original Long Grain Rice,"Mars Food US, LLC",Uncle Ben's,"Mars Food US, LLC",(10000297) Grain Based Products Not Ready to Eat Savoury (Shelf Stable),,,,,,"Mars Food Us, LLC","P.O. Box 11547 Carson, CA 90749-1547 USA",1-800-548-6253,,www.unclebens.com,"Uncle Ben's?? Converted?? Brand Original Enriched Parboiled Long Grain Rice.
""Perfect Every Time""??.
Supports a healthy heart*.
Enriched with vitamins & iron.
Naturally fat free.","Uncle Ben's?? Original Converted??.
Brand long grain rice supports a healthy heart* and a well balanced diet. 
It is enriched with vitamins and iron, naturally fat free, and certified by the American Heart Association. Plus, it has these other nutritional benefits:
Sodium free.
Excellent source of folic acid.
Naturally fat free.
Cholesterol free.
0g trans fat & no saturated fat.
Gluten free & hypoallergenic.
Well balanced diet.
Rice & Grains??.
Uncle Ben's?? uses premium rice grains grown in the USA.
We would love to hear from you!
(Please have this package available).
1-800-54-UNCLE, 1-800-548-6253 weekdays: 7 a.m. - 4 p.m. (PST).
www.unclebens.com.
American Heart Association.
Meets American Heart Association food criteria for saturated fat and cholesterol for healthy people over age 2.
*Diets low in saturated fat and cholesterol may reduce the risk of heart disease.
??/TM trademarks.
??Mars, Incorporated.
What's inside...per serving (about 10 servings per pack).
Calories 170, 9%DV.
Total fat 0g, 0%DV.
Sat. fat 0g, 0%DV.
Sugars 0g *.
Sodium 0mg 0%DV.
GDA's are based on a 2,000 calorie diet.
To learn more visit www.marshealthyliving.com.
*No DV defined.
Please recycle.
Carton made with wind energy.",1,BOX,1.0 LB,,01/27/2012,11/01/2013
041000003011,416,50282,00041000003011,Lipton Soup Secrets Extra Noodle with Real Chicken Broth Soup - 2 CT,Lipton,Lipton,,(10000262) Soups Prepared (Shelf Stable),,,,,,Unilever,"Englewood Cliffs, NJ 07632 USA",1-877-995-4490,,www.soupsecrets.com,"Lipton&#174; Soup Secrets&#174; Extra Noodle with Real Chicken Broth.
Serving suggestion.
2 pouches.","www.soupsecrets.com.
The chicken & egg ingredients in this product are fully cooked for food safety.
A Unilever Brand.
&#169;Unilever.
Questions or comments? Please keep this package and call 1-877-995-4490, or write to the address on this package.",1,BOX,4.9 OZ,,08/29/2011,10/09/2011
077644826228,418,50453,00077644826228,Francesco Rinaldi Tomato & Basil Hearty Pasta Sauce,"LiDestri Foods, Inc",Francesco Rinaldi,,(10000057) Sauces Cooking (Shelf Stable),,"815 West Whitney Rd., Fairport, NY 14450",,,www.francesorinaldi.com,,,,,,"Francesco Rinaldi Tomato & Basil Hearty Pasta Sauce.
Limited warranty to consumers. Replacement or refund if defective. Good housekeeping promises.
Made by Italians. Enjoyed by everyone.","Francesco Rinaldi has created its delicious ""Hearty"" Tomato & Basil Pasta Sauce with the finest tomatoes, basil, imported extra virgin olive oil and just the right touch of spices. All natural. No additives. No preservatives. No starch.
Our web site is a great place to visit, with everything from exciting recipes, to special offers, to even a handy glossary of Italian word and phrase translations. We invite you to sample our site and all of its ingredients as we celebrate life, family, friends and Italian food. Enjoy!",1,JAR,24.0 OZ,,01/24/2011,02/25/2011
043695071160,419,51449,00043695071160,Hot Pockets Meatballs & Mozzarella Sandwiches - 2 CT,Nestle USA Inc.,Hot Pockets,"Nestle USA, Inc.",(10000254) Sandwiches/Filled Rolls/Wraps (Frozen),,,,,,"Nestle USA, Inc","Englewood, CO 80112 USA",1-800-350-5016,,www.hotpockets.com,"Hot Pockets® Meatballs & Mozzarella Brand Stuffed Sandwiches.
2 Sandwiches.
Meatballs and Mozzarella with Sauce in a Crust.
0g Trans Fat per serving.
7 Essential Vitamins & Minerals.
U.S. Inspected and Passed by Department of Agriculture.","Good In So Many Ways.
There's more to Hot Pockets® brand sandwiches than great taste. More than 30 varieties have 0 grams trans fat per serving & contain 7 essential Vitamins and minerals. So whether it's for breakfast, lunch, or dinner, remember ... anytime is a good time for Hot Pockets® brand!
It's Good To Know.
Good to Remember!
Most people need to increase their calcium intake according to the Dietary Guidelines for Americans.
Good to Connect!
P.O. Box 2178 Wilkes-Barre, PA 18703, 1-800-350-5016 M-F 8 AM-8 PM ET www.hotpockets.com.
Good to Know!
This Hot Pockets® brand sandwich is an excellent source of Calcium.
Nestle® Since 1866.
0g Trans Fat per Serving.
Excellent Source of Calcium.
7 Essential Vitamins & Minerals.
Hot Pockets® and Nutritional Compass™ are registered trademarks of Societe des Produits Nestle S.A Vevey, Switzerland.
Visit us at nestleusa.com.",1,BOX,9.0 OZ,,02/24/2012,04/11/2012
099555080612,420,3295,00099555080612,Green Mountain Coffee Dark Magic Keurig Extra Bold Dark Roast K-Cups - 12 CT,"Green Mountain Coffee, Inc.",Green Mountain Coffee,,(10000115) Coffee/Coffee Substitutes Instant,,"Waterbury, VT 05676",1-888-879-4627,,www.greenmountainscoffee.com,,,,,,"Green Mountain Coffee®.
Dark Magic®.
Keurig Brewed®.
12 K-Cups®.
Extra bold, dark roast.
100% Arabica coffee.","Spellbinding complexity. Deep, dark, and intense.
Our Dark Magic® Extra Bold K-Cup® offers the rich aromatics and flavor qualities of espresso, tailored specifically for the unique brewing parameters of a K-Cup. Ideal with milk, its intensity is balanced by a complex and subtle sweetness.
Extra Bold K-Cups®.
Extra bold coffees provide a deeper, richer experience because there's more coffee in every K-Cup®. All of your favorites -and a little bit more.
100% Arabica coffee in K-Cup® portion packs.
Keurig® makes it possible for everyone to brew a perfect cup of gourmet coffee, tea, or hot cocoa in less than a minute. The combination of Keurig's patented technology and the K-Cup® portion pack guarantees fresh, consistent, unequaled flavor time after time. Choose your favorite variety from our unparalleled assortment of K-Cups®.
Keurig, the cup and star, Keurig brewed, K-Cup and K-Cups are trademarks of Keurig incorporated.
This package is made with recycled materials.
©2010 Green Mountain Coffee Roasters, Inc.
For more information about our products contact:
Green Mountain Coffee®.
1-888-TRY-GMCR/ 1-888-879-4627 www.greenmountainscoffee.com or Keurig, Incorporated.
1-866-901-BREW/ 1-866-901-2739.
www.keurig.com.
The Green Mountain Coffee® story:
A great tasting cup of coffee can give you a whole new perspective. It's a moment to pause, reflect, and reprioritize. That moment is what inspires us to make coffee that benefits every one it touches. From carefully sourcing and roasting the highest quality beans, to supporting small farms and protecting the environment, we focus on what's important. That's why we believe a good cup of coffee can change your day... but a great cup of coffee can help change the world.
Brewing a better world.
Green Mountain Coffee®.
Supporting fair trade. Reducing our carbon footprint. Donating at least 5% of pre-tax profits. See what else we're doing, and how you can join us in creating positive change, at www. brewingabetterworld.com.",1,BOX,12.0 OZ,,03/01/2012,04/23/2012
